"quadrat_ID","habitat","species","abundance"
"1_1","Rockpool","Cellana",4
"1_1","Rockpool","Green_algae",5
"1_1","Rockpool","Morula",0
"1_1","Rockpool","Nerita",0
"1_1","Rockpool","Patiriella",1
"1_1","Rockpool","Pyura",0
"1_1","Rockpool","Red_algae",50
"1_2","Rockpool","Actinia",1
"1_2","Rockpool","Austrocochlea",0
"1_2","Rockpool","Barnacles",0
"1_2","Rockpool","Bembicium",0
"1_2","Rockpool","Brown_algae",10
"1_2","Rockpool","Cellana",0
"1_2","Rockpool","Green_algae",7
"1_2","Rockpool","Morula",0
"1_2","Rockpool","Nerita",0
"1_2","Rockpool","Patiriella",0
"1_2","Rockpool","Pyura",0
"1_2","Rockpool","Red_algae",15
"1_3","Rockpool","Actinia",0
"1_3","Rockpool","Austrocochlea",0
"1_3","Rockpool","Barnacles",0
"1_3","Rockpool","Bembicium",0
"1_3","Rockpool","Brown_algae",30
"1_3","Rockpool","Cellana",0
"1_3","Rockpool","Green_algae",5
"1_3","Rockpool","Morula",0
"1_3","Rockpool","Nerita",0
"1_3","Rockpool","Patiriella",7
"1_3","Rockpool","Pyura",0
"1_3","Rockpool","Red_algae",0
"1_4","Emergent","Actinia",0
"1_4","Emergent","Austrocochlea",1
"1_4","Emergent","Barnacles",0
"1_4","Emergent","Bembicium",0
"1_4","Emergent","Brown_algae",0
"1_4","Emergent","Cellana",3
"1_4","Emergent","Green_algae",1
"1_4","Emergent","Morula",0
"1_4","Emergent","Nerita",0
"1_4","Emergent","Patiriella",2
"1_4","Emergent","Pyura",0
"1_4","Emergent","Red_algae",0
"1_5","Emergent","Actinia",0
"1_5","Emergent","Austrocochlea",0
"1_5","Emergent","Barnacles",0
"1_5","Emergent","Bembicium",1
"1_5","Emergent","Brown_algae",0
"1_5","Emergent","Cellana",0
"1_5","Emergent","Green_algae",0
"1_5","Emergent","Morula",0
"1_5","Emergent","Nerita",0
"1_5","Emergent","Patiriella",0
"1_5","Emergent","Pyura",0
"1_5","Emergent","Red_algae",0
"1_6","Emergent","Actinia",0
"1_6","Emergent","Austrocochlea",0
"1_6","Emergent","Barnacles",30
"1_6","Emergent","Bembicium",0
"1_6","Emergent","Brown_algae",0
"1_6","Emergent","Cellana",0
"1_6","Emergent","Green_algae",0
"1_6","Emergent","Morula",1
"1_6","Emergent","Nerita",0
"1_6","Emergent","Patiriella",0
"1_6","Emergent","Pyura",0
"1_6","Emergent","Red_algae",0
"20_1","Rockpool","Actinia",0
"20_1","Rockpool","Austrocochlea",0
"20_1","Rockpool","Barnacles",0
"20_1","Rockpool","Bembicium",0
"20_1","Rockpool","Brown_algae",0
"20_1","Rockpool","Cellana",13
"20_1","Rockpool","Green_algae",0
"20_1","Rockpool","Morula",0
"20_1","Rockpool","Nerita",0
"20_1","Rockpool","Patiriella",0
"20_1","Rockpool","Pyura",0
"20_1","Rockpool","Red_algae",0
"20_2","Rockpool","Actinia",0
"20_2","Rockpool","Austrocochlea",9
"20_2","Rockpool","Barnacles",0
"20_2","Rockpool","Bembicium",0
"20_2","Rockpool","Brown_algae",5
"20_2","Rockpool","Cellana",0
"20_2","Rockpool","Green_algae",0
"20_2","Rockpool","Morula",0
"20_2","Rockpool","Nerita",6
"20_2","Rockpool","Patiriella",0
"20_2","Rockpool","Pyura",0
"20_2","Rockpool","Red_algae",0
"20_3","Emergent","Actinia",0
"20_3","Emergent","Austrocochlea",4
"20_3","Emergent","Barnacles",0
"20_3","Emergent","Bembicium",0
"20_3","Emergent","Brown_algae",80
"20_3","Emergent","Cellana",3
"20_3","Emergent","Green_algae",0
"20_3","Emergent","Morula",0
"20_3","Emergent","Nerita",0
"20_3","Emergent","Patiriella",0
"20_3","Emergent","Pyura",0
"20_3","Emergent","Red_algae",0
"20_4","Emergent","Actinia",0
"20_4","Emergent","Austrocochlea",0
"20_4","Emergent","Barnacles",0
"20_4","Emergent","Bembicium",0
"20_4","Emergent","Brown_algae",0
"20_4","Emergent","Cellana",8
"20_4","Emergent","Green_algae",5
"20_4","Emergent","Morula",0
"20_4","Emergent","Nerita",0
"20_4","Emergent","Patiriella",0
"20_4","Emergent","Pyura",0
"20_4","Emergent","Red_algae",0
"20_5","Emergent","Actinia",0
"20_5","Emergent","Austrocochlea",2
"20_5","Emergent","Barnacles",0
"20_5","Emergent","Bembicium",0
"20_5","Emergent","Brown_algae",30
"20_5","Emergent","Cellana",3
"20_5","Emergent","Green_algae",0
"20_5","Emergent","Morula",0
"20_5","Emergent","Nerita",0
"20_5","Emergent","Patiriella",0
"20_5","Emergent","Pyura",0
"20_5","Emergent","Red_algae",0
"21_1","Emergent","Actinia",0
"21_1","Emergent","Austrocochlea",2
"21_1","Emergent","Barnacles",0
"21_1","Emergent","Bembicium",0
"21_1","Emergent","Brown_algae",0
"21_1","Emergent","Cellana",21
"21_1","Emergent","Green_algae",0
"21_1","Emergent","Morula",0
"21_1","Emergent","Nerita",0
"21_1","Emergent","Patiriella",0
"21_1","Emergent","Pyura",0
"21_1","Emergent","Red_algae",0
"21_2","Rockpool","Actinia",0
"21_2","Rockpool","Austrocochlea",2
"21_2","Rockpool","Barnacles",0
"21_2","Rockpool","Bembicium",0
"21_2","Rockpool","Brown_algae",10
"21_2","Rockpool","Cellana",11
"21_2","Rockpool","Green_algae",0
"21_2","Rockpool","Morula",0
"21_2","Rockpool","Nerita",0
"21_2","Rockpool","Patiriella",0
"21_2","Rockpool","Pyura",0
"21_2","Rockpool","Red_algae",0
"21_3","Emergent","Actinia",0
"21_3","Emergent","Austrocochlea",1
"21_3","Emergent","Barnacles",0
"21_3","Emergent","Bembicium",0
"21_3","Emergent","Brown_algae",1
"21_3","Emergent","Cellana",4
"21_3","Emergent","Green_algae",0
"21_3","Emergent","Morula",0
"21_3","Emergent","Nerita",0
"21_3","Emergent","Patiriella",0
"21_3","Emergent","Pyura",0
"21_3","Emergent","Red_algae",0
"21_4","Rockpool","Actinia",0
"21_4","Rockpool","Austrocochlea",1
"21_4","Rockpool","Barnacles",0
"21_4","Rockpool","Bembicium",0
"21_4","Rockpool","Brown_algae",30
"21_4","Rockpool","Cellana",4
"21_4","Rockpool","Green_algae",10
"21_4","Rockpool","Morula",2
"21_4","Rockpool","Nerita",0
"21_4","Rockpool","Patiriella",0
"21_4","Rockpool","Pyura",0
"21_4","Rockpool","Red_algae",0
"21_5","Rockpool","Actinia",0
"21_5","Rockpool","Austrocochlea",1
"21_5","Rockpool","Barnacles",0
"21_5","Rockpool","Bembicium",0
"21_5","Rockpool","Brown_algae",8
"21_5","Rockpool","Cellana",6
"21_5","Rockpool","Green_algae",0
"21_5","Rockpool","Morula",0
"21_5","Rockpool","Nerita",7
"21_5","Rockpool","Patiriella",0
"21_5","Rockpool","Pyura",0
"21_5","Rockpool","Red_algae",0
"22_1","Emergent","Actinia",0
"22_1","Emergent","Austrocochlea",0
"22_1","Emergent","Barnacles",0
"22_1","Emergent","Bembicium",0
"22_1","Emergent","Brown_algae",100
"22_1","Emergent","Cellana",0
"22_1","Emergent","Green_algae",0
"22_1","Emergent","Morula",0
"22_1","Emergent","Nerita",0
"22_1","Emergent","Patiriella",0
"22_1","Emergent","Pyura",0
"22_1","Emergent","Red_algae",0
"22_2","Rockpool","Actinia",0
"22_2","Rockpool","Austrocochlea",0
"22_2","Rockpool","Barnacles",0
"22_2","Rockpool","Bembicium",0
"22_2","Rockpool","Brown_algae",50
"22_2","Rockpool","Cellana",6
"22_2","Rockpool","Green_algae",2
"22_2","Rockpool","Morula",0
"22_2","Rockpool","Nerita",0
"22_2","Rockpool","Patiriella",0
"22_2","Rockpool","Pyura",0
"22_2","Rockpool","Red_algae",0
"3_1","Emergent","Actinia",0
"3_1","Emergent","Austrocochlea",0
"3_1","Emergent","Barnacles",0
"3_1","Emergent","Bembicium",0
"3_1","Emergent","Brown_algae",4
"3_1","Emergent","Cellana",14
"3_1","Emergent","Green_algae",0
"3_1","Emergent","Morula",0
"3_1","Emergent","Nerita",0
"3_1","Emergent","Patiriella",0
"3_1","Emergent","Pyura",0
"3_1","Emergent","Red_algae",0
"3_2","Emergent","Actinia",0
"3_2","Emergent","Austrocochlea",0
"3_2","Emergent","Barnacles",0
"3_2","Emergent","Bembicium",0
"3_2","Emergent","Brown_algae",0
"3_2","Emergent","Cellana",1
"3_2","Emergent","Green_algae",0
"3_2","Emergent","Morula",0
"3_2","Emergent","Nerita",0
"3_2","Emergent","Patiriella",0
"3_2","Emergent","Pyura",0
"3_2","Emergent","Red_algae",0
"3_3","Rockpool","Actinia",0
"3_3","Rockpool","Austrocochlea",6
"3_3","Rockpool","Barnacles",0
"3_3","Rockpool","Bembicium",0
"3_3","Rockpool","Brown_algae",75
"3_3","Rockpool","Cellana",5
"3_3","Rockpool","Green_algae",0
"3_3","Rockpool","Morula",0
"3_3","Rockpool","Nerita",1
"3_3","Rockpool","Patiriella",0
"3_3","Rockpool","Pyura",0
"3_3","Rockpool","Red_algae",0
"3_4","Emergent","Actinia",0
"3_4","Emergent","Austrocochlea",1
"3_4","Emergent","Barnacles",0
"3_4","Emergent","Bembicium",0
"3_4","Emergent","Brown_algae",0
"3_4","Emergent","Cellana",5
"3_4","Emergent","Green_algae",0
"3_4","Emergent","Morula",0
"3_4","Emergent","Nerita",0
"3_4","Emergent","Patiriella",0
"3_4","Emergent","Pyura",0
"3_4","Emergent","Red_algae",0
"3_5","Emergent","Actinia",0
"3_5","Emergent","Austrocochlea",2
"3_5","Emergent","Barnacles",0
"3_5","Emergent","Bembicium",0
"3_5","Emergent","Brown_algae",20
"3_5","Emergent","Cellana",7
"3_5","Emergent","Green_algae",0
"3_5","Emergent","Morula",1
"3_5","Emergent","Nerita",0
"3_5","Emergent","Patiriella",0
"3_5","Emergent","Pyura",0
"3_5","Emergent","Red_algae",0
"3_6","Rockpool","Actinia",0
"3_6","Rockpool","Austrocochlea",3
"3_6","Rockpool","Barnacles",0
"3_6","Rockpool","Bembicium",0
"3_6","Rockpool","Brown_algae",50
"3_6","Rockpool","Cellana",8
"3_6","Rockpool","Green_algae",0
"3_6","Rockpool","Morula",0
"3_6","Rockpool","Nerita",1
"3_6","Rockpool","Patiriella",0
"3_6","Rockpool","Pyura",0
"3_6","Rockpool","Red_algae",0
"4_1","Rockpool","Actinia",0
"4_1","Rockpool","Austrocochlea",2
"4_1","Rockpool","Bembicium",0
"4_1","Rockpool","Brown_algae",92
"4_1","Rockpool","Cellana",7
"4_1","Rockpool","Green_algae",0
"4_1","Rockpool","Morula",3
"4_1","Rockpool","Nerita",2
"4_1","Rockpool","Patiriella",0
"4_1","Rockpool","Pyura",0
"4_1","Rockpool","Red_algae",0
"4_2","Emergent","Actinia",0
"4_2","Emergent","Austrocochlea",1
"4_2","Emergent","Barnacles",0
"4_2","Emergent","Bembicium",0
"4_2","Emergent","Brown_algae",0
"4_2","Emergent","Cellana",13
"4_2","Emergent","Green_algae",0
"4_2","Emergent","Morula",0
"4_2","Emergent","Nerita",0
"4_2","Emergent","Patiriella",0
"4_2","Emergent","Pyura",0
"4_2","Emergent","Red_algae",0
"4_3","Rockpool","Actinia",0
"4_3","Rockpool","Austrocochlea",0
"4_3","Rockpool","Barnacles",0
"4_3","Rockpool","Bembicium",0
"4_3","Rockpool","Brown_algae",60
"4_3","Rockpool","Cellana",4
"4_3","Rockpool","Green_algae",0
"4_3","Rockpool","Morula",0
"4_3","Rockpool","Nerita",0
"4_3","Rockpool","Patiriella",0
"4_3","Rockpool","Pyura",0
"4_3","Rockpool","Red_algae",20
"4_4","Emergent","Actinia",0
"4_4","Emergent","Austrocochlea",0
"4_4","Emergent","Barnacles",0
"4_4","Emergent","Bembicium",0
"4_4","Emergent","Brown_algae",20
"4_4","Emergent","Cellana",9
"4_4","Emergent","Green_algae",0
"4_4","Emergent","Morula",0
"4_4","Emergent","Nerita",0
"4_4","Emergent","Patiriella",0
"4_4","Emergent","Pyura",0
"4_4","Emergent","Red_algae",0
"4_5","Rockpool","Actinia",0
"4_5","Rockpool","Austrocochlea",0
"4_5","Rockpool","Barnacles",0
"4_5","Rockpool","Bembicium",0
"4_5","Rockpool","Brown_algae",12
"4_5","Rockpool","Cellana",10
"4_5","Rockpool","Green_algae",0
"4_5","Rockpool","Morula",1
"4_5","Rockpool","Nerita",0
"4_5","Rockpool","Patiriella",0
"4_5","Rockpool","Pyura",0
"4_5","Rockpool","Red_algae",40
"5_1","Emergent","Barnacles",80
"5_2","Emergent","Actinia",0
"5_2","Emergent","Austrocochlea",0
"5_2","Emergent","Barnacles",0
"5_2","Emergent","Bembicium",0
"5_2","Emergent","Brown_algae",56
"5_2","Emergent","Cellana",0
"5_2","Emergent","Green_algae",2
"5_2","Emergent","Morula",0
"5_2","Emergent","Nerita",0
"5_2","Emergent","Patiriella",0
"5_2","Emergent","Pyura",0
"5_2","Emergent","Red_algae",0
"5_3","Rockpool","Actinia",0
"5_3","Rockpool","Austrocochlea",0
"5_3","Rockpool","Barnacles",0
"5_3","Rockpool","Bembicium",0
"5_3","Rockpool","Brown_algae",0
"5_3","Rockpool","Cellana",0
"5_3","Rockpool","Green_algae",100
"5_3","Rockpool","Morula",0
"5_3","Rockpool","Nerita",0
"5_3","Rockpool","Patiriella",0
"5_3","Rockpool","Pyura",0
"5_3","Rockpool","Red_algae",0
"6_1","Rockpool","Actinia",0
"6_1","Rockpool","Austrocochlea",0
"6_1","Rockpool","Barnacles",0
"6_1","Rockpool","Bembicium",0
"6_1","Rockpool","Cellana",0
"6_1","Rockpool","Green_algae",0
"6_1","Rockpool","Morula",0
"6_1","Rockpool","Nerita",1
"6_1","Rockpool","Patiriella",0
"6_1","Rockpool","Pyura",0
"6_1","Rockpool","Red_algae",0
"6_2","Rockpool","Actinia",0
"6_2","Rockpool","Austrocochlea",0
"6_2","Rockpool","Barnacles",3
"6_2","Rockpool","Bembicium",0
"6_2","Rockpool","Cellana",0
"6_2","Rockpool","Green_algae",0
"6_2","Rockpool","Morula",0
"6_2","Rockpool","Nerita",8
"6_2","Rockpool","Patiriella",0
"6_2","Rockpool","Pyura",0
"6_2","Rockpool","Red_algae",0
"6_3","Emergent","Actinia",0
"6_3","Emergent","Austrocochlea",0
"6_3","Emergent","Barnacles",26
"6_3","Emergent","Bembicium",0
"6_3","Emergent","Cellana",5
"6_3","Emergent","Morula",0
"6_3","Emergent","Nerita",1
"6_3","Emergent","Patiriella",0
"6_3","Emergent","Pyura",0
"6_3","Emergent","Red_algae",0
"6_4","Emergent","Actinia",0
"6_4","Emergent","Austrocochlea",0
"6_4","Emergent","Barnacles",0
"6_4","Emergent","Bembicium",0
"6_4","Emergent","Cellana",9
"6_4","Emergent","Morula",0
"6_4","Emergent","Nerita",1
"6_4","Emergent","Patiriella",0
"6_4","Emergent","Pyura",0
"6_5","Emergent","Actinia",0
"6_5","Emergent","Austrocochlea",19
"6_5","Emergent","Barnacles",15
"6_5","Emergent","Bembicium",1
"6_5","Emergent","Brown_algae",0
"6_5","Emergent","Cellana",1
"6_5","Emergent","Green_algae",0
"6_5","Emergent","Morula",1
"6_5","Emergent","Nerita",0
"6_5","Emergent","Patiriella",0
"6_5","Emergent","Pyura",0
"7_1","Emergent","Actinia",0
"7_1","Emergent","Austrocochlea",0
"7_1","Emergent","Barnacles",5
"7_1","Emergent","Bembicium",0
"7_1","Emergent","Brown_algae",5
"7_1","Emergent","Cellana",20
"7_1","Emergent","Green_algae",0
"7_1","Emergent","Morula",0
"7_1","Emergent","Nerita",0
"7_1","Emergent","Patiriella",0
"7_1","Emergent","Pyura",0
"7_1","Emergent","Red_algae",0
"7_2","Emergent","Actinia",0
"7_2","Emergent","Austrocochlea",0
"7_2","Emergent","Barnacles",0
"7_2","Emergent","Bembicium",0
"7_2","Emergent","Brown_algae",15
"7_2","Emergent","Cellana",10
"7_2","Emergent","Green_algae",0
"7_2","Emergent","Morula",3
"7_2","Emergent","Nerita",0
"7_2","Emergent","Patiriella",0
"7_2","Emergent","Pyura",0
"7_2","Emergent","Red_algae",1
"7_3","Emergent","Actinia",1
"7_3","Emergent","Austrocochlea",0
"7_3","Emergent","Barnacles",1
"7_3","Emergent","Bembicium",0
"7_3","Emergent","Brown_algae",3
"7_3","Emergent","Cellana",29
"7_3","Emergent","Green_algae",0
"7_3","Emergent","Morula",0
"7_3","Emergent","Nerita",0
"7_3","Emergent","Patiriella",0
"7_3","Emergent","Pyura",0
"7_3","Emergent","Red_algae",0
"7_4","Emergent","Actinia",0
"7_4","Emergent","Austrocochlea",0
"7_4","Emergent","Barnacles",0
"7_4","Emergent","Bembicium",0
"7_4","Emergent","Brown_algae",0
"7_4","Emergent","Cellana",17
"7_4","Emergent","Green_algae",2
"7_4","Emergent","Morula",0
"7_4","Emergent","Nerita",0
"7_4","Emergent","Patiriella",0
"7_4","Emergent","Pyura",0
"7_4","Emergent","Red_algae",0
"7_5","Emergent","Actinia",0
"7_5","Emergent","Austrocochlea",17
"7_5","Emergent","Barnacles",0
"7_5","Emergent","Bembicium",0
"7_5","Emergent","Brown_algae",80
"7_5","Emergent","Cellana",7
"7_5","Emergent","Green_algae",0
"7_5","Emergent","Morula",2
"7_5","Emergent","Nerita",33
"7_5","Emergent","Patiriella",0
"7_5","Emergent","Pyura",0
"7_5","Emergent","Red_algae",0
"7_6","Emergent","Actinia",0
"7_6","Emergent","Austrocochlea",1
"7_6","Emergent","Barnacles",0
"7_6","Emergent","Bembicium",0
"7_6","Emergent","Brown_algae",70
"7_6","Emergent","Cellana",0
"7_6","Emergent","Green_algae",1
"7_6","Emergent","Morula",1
"7_6","Emergent","Nerita",0
"7_6","Emergent","Patiriella",0
"7_6","Emergent","Pyura",0
"7_6","Emergent","Red_algae",0
"8_1","Emergent","Actinia",0
"8_1","Emergent","Austrocochlea",0
"8_1","Emergent","Barnacles",0
"8_1","Emergent","Bembicium",0
"8_1","Emergent","Brown_algae",15
"8_1","Emergent","Cellana",10
"8_1","Emergent","Green_algae",3
"8_1","Emergent","Morula",4
"8_1","Emergent","Nerita",8
"8_1","Emergent","Patiriella",0
"8_1","Emergent","Pyura",0
"8_1","Emergent","Red_algae",0
"8_2","Emergent","Actinia",0
"8_2","Emergent","Austrocochlea",11
"8_2","Emergent","Barnacles",0
"8_2","Emergent","Bembicium",14
"8_2","Emergent","Brown_algae",35
"8_2","Emergent","Cellana",0
"8_2","Emergent","Green_algae",0
"8_2","Emergent","Morula",0
"8_2","Emergent","Nerita",16
"8_2","Emergent","Patiriella",0
"8_2","Emergent","Pyura",0
"8_2","Emergent","Red_algae",0
"8_3","Emergent","Actinia",0
"8_3","Emergent","Austrocochlea",0
"8_3","Emergent","Barnacles",0
"8_3","Emergent","Bembicium",3
"8_3","Emergent","Brown_algae",85
"8_3","Emergent","Cellana",7
"8_3","Emergent","Green_algae",0
"8_3","Emergent","Morula",0
"8_3","Emergent","Nerita",39
"8_3","Emergent","Patiriella",0
"8_3","Emergent","Pyura",0
"8_3","Emergent","Red_algae",0
"8_4","Rockpool","Actinia",0
"8_4","Rockpool","Austrocochlea",0
"8_4","Rockpool","Barnacles",0
"8_4","Rockpool","Bembicium",10
"8_4","Rockpool","Brown_algae",40
"8_4","Rockpool","Cellana",0
"8_4","Rockpool","Green_algae",0
"8_4","Rockpool","Morula",0
"8_4","Rockpool","Nerita",12
"8_4","Rockpool","Patiriella",0
"8_4","Rockpool","Pyura",0
"8_4","Rockpool","Red_algae",20
"8_5","Rockpool","Actinia",0
"8_5","Rockpool","Austrocochlea",0
"8_5","Rockpool","Barnacles",0
"8_5","Rockpool","Bembicium",4
"8_5","Rockpool","Brown_algae",60
"8_5","Rockpool","Cellana",9
"8_5","Rockpool","Green_algae",5
"8_5","Rockpool","Morula",0
"8_5","Rockpool","Nerita",18
"8_5","Rockpool","Patiriella",0
"8_5","Rockpool","Pyura",0
"8_5","Rockpool","Red_algae",0
"8_6","Emergent","Actinia",0
"8_6","Emergent","Austrocochlea",0
"8_6","Emergent","Barnacles",0
"8_6","Emergent","Bembicium",0
"8_6","Emergent","Brown_algae",20
"8_6","Emergent","Cellana",0
"8_6","Emergent","Green_algae",0
"8_6","Emergent","Morula",0
"8_6","Emergent","Nerita",5
"8_6","Emergent","Patiriella",0
"8_6","Emergent","Pyura",0
"8_6","Emergent","Red_algae",0
"9_1","Emergent","Actinia",0
"9_1","Emergent","Austrocochlea",0
"9_1","Emergent","Barnacles",0
"9_1","Emergent","Bembicium",0
"9_1","Emergent","Brown_algae",0
"9_1","Emergent","Cellana",8
"9_1","Emergent","Green_algae",0
"9_1","Emergent","Morula",0
"9_1","Emergent","Nerita",0
"9_1","Emergent","Patiriella",0
"9_1","Emergent","Pyura",0
"9_1","Emergent","Red_algae",0
"9_2","Rockpool","Actinia",0
"9_2","Rockpool","Austrocochlea",3
"9_2","Rockpool","Barnacles",0
"9_2","Rockpool","Bembicium",0
"9_2","Rockpool","Brown_algae",84
"9_2","Rockpool","Cellana",9
"9_2","Rockpool","Green_algae",0
"9_2","Rockpool","Morula",0
"9_2","Rockpool","Nerita",1
"9_2","Rockpool","Patiriella",0
"9_2","Rockpool","Pyura",0
"9_2","Rockpool","Red_algae",0
"9_3","Emergent","Actinia",0
"9_3","Emergent","Austrocochlea",0
"9_3","Emergent","Barnacles",0
"9_3","Emergent","Bembicium",0
"9_3","Emergent","Brown_algae",0
"9_3","Emergent","Cellana",1
"9_3","Emergent","Green_algae",0
"9_3","Emergent","Morula",0
"9_3","Emergent","Nerita",0
"9_3","Emergent","Patiriella",0
"9_3","Emergent","Pyura",0
"9_3","Emergent","Red_algae",0
"9_4","Rockpool","Actinia",0
"9_4","Rockpool","Austrocochlea",0
"9_4","Rockpool","Barnacles",0
"9_4","Rockpool","Bembicium",0
"9_4","Rockpool","Brown_algae",56
"9_4","Rockpool","Cellana",5
"9_4","Rockpool","Green_algae",0
"9_4","Rockpool","Morula",0
"9_4","Rockpool","Nerita",5
"9_4","Rockpool","Patiriella",0
"9_4","Rockpool","Pyura",0
"9_4","Rockpool","Red_algae",2
"9_5","Emergent","Actinia",0
"9_5","Emergent","Austrocochlea",2
"9_5","Emergent","Barnacles",0
"9_5","Emergent","Bembicium",0
"9_5","Emergent","Brown_algae",0
"9_5","Emergent","Cellana",0
"9_5","Emergent","Green_algae",0
"9_5","Emergent","Morula",0
"9_5","Emergent","Nerita",0
"9_5","Emergent","Patiriella",0
"9_5","Emergent","Pyura",0
"9_5","Emergent","Red_algae",0
"9_6","Rockpool","Actinia",0
"9_6","Rockpool","Austrocochlea",4
"9_6","Rockpool","Barnacles",0
"9_6","Rockpool","Bembicium",0
"9_6","Rockpool","Brown_algae",10
"9_6","Rockpool","Cellana",0
"9_6","Rockpool","Green_algae",0
"9_6","Rockpool","Morula",0
"9_6","Rockpool","Nerita",5
"9_6","Rockpool","Patiriella",0
"9_6","Rockpool","Pyura",0
"9_6","Rockpool","Red_algae",0
"9_7","Emergent","Actinia",0
"9_7","Emergent","Austrocochlea",1
"9_7","Emergent","Barnacles",0
"9_7","Emergent","Bembicium",0
"9_7","Emergent","Brown_algae",0
"9_7","Emergent","Cellana",0
"9_7","Emergent","Green_algae",0
"9_7","Emergent","Morula",0
"9_7","Emergent","Nerita",1
"9_7","Emergent","Patiriella",0
"9_7","Emergent","Pyura",0
"9_7","Emergent","Red_algae",0
